,cluster_id,cluster_size,cluster_beams,max_snr,min_snr,best_candidate_index,best_candidate_file,best_period,best_acc,best_dm,max_dm,min_dm,total_nassoc,max_distance,min_distance,fit_decay,fit_decay_error,fit_amplitude,fit_amplitude_error,spatial_rfi,low_nassoc
736,1500,1,1,9.01940441131592,9.01940441131592,2033,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_0_dm_225_250/overview.xml,0.00100950663936694,-0.107796162366867,249.899993896484,249.899993896484,249.899993896484,1,,,,,,,0,1
737,1499,1,1,9.01943206787109,9.01943206787109,2032,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_33_dm_225_250/overview.xml,0.00129022300131196,0.475746840238571,233.199996948242,233.199996948242,233.199996948242,1,,,,,,,0,1
738,1498,1,1,9.02008628845215,9.02008628845215,2030,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.000950621193584282,-3.23733139038086,246.399993896484,246.399993896484,246.399993896484,1,,,,,,,0,1
739,1497,1,1,9.02012825012207,9.02012825012207,2029,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_32_dm_225_250/overview.xml,0.00120963264496101,0.515715539455414,237.5,237.5,237.5,1,,,,,,,0,1
740,1496,1,1,9.02015495300293,9.02015495300293,2028,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.000978198484855089,-1.83843421936035,234.199996948242,234.199996948242,234.199996948242,1,,,,,,,0,1
741,1495,1,1,9.02034378051758,9.02034378051758,2027,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_32_dm_225_250/overview.xml,0.00104558979554393,-8.66505241394043,244.800003051758,244.800003051758,244.800003051758,1,,,,,,,0,1
742,1494,1,1,9.0203685760498,9.0203685760498,2026,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_32_dm_225_250/overview.xml,0.00124661022681474,0.883425652980804,240.100006103516,240.100006103516,240.100006103516,1,,,,,,,0,1
743,1493,1,1,9.02085113525391,9.02085113525391,2024,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.00235003653644145,0.108034521341324,232.300003051758,232.300003051758,232.300003051758,1,,,,,,,0,1
744,1492,1,1,9.02102947235107,9.02102947235107,2023,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_33_dm_225_250/overview.xml,0.00298216751557907,-0.543455123901367,228.899993896484,228.899993896484,228.899993896484,1,,,,,,,0,1
745,1490,1,1,9.02128314971924,9.02128314971924,2020,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_46_dm_225_250/overview.xml,0.00253215049882237,0.100040793418884,233.899993896484,233.899993896484,233.899993896484,1,,,,,,,0,1
746,1509,1,1,9.01708793640137,9.01708793640137,2047,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.00116779239411055,-8.50517845153809,236.300003051758,236.300003051758,236.300003051758,1,,,,,,,0,1
747,1488,1,1,9.02197265625,9.02197265625,2017,/beegfs/u/prajwalvp/frankenbeam_processing/frankenbeam_retile_no_17_beam_number_1_dm_225_250/overview.xml,0.00221026270680152,0.823472917079926,249.699996948242,249.699996948242,249.699996948242,1,,,,,,,0,1
